CVE_AGEB,NOM_MUN,VIVPAR_DES,VIVTOT,TVIVPAR,VIVPAR_HAB,VPH_PISOTI,VPH_NODREN,VPH_S_ELEC,VPH_SNBIEN,VPH_1CUART,VPH_LETR,PRO_OCUP_C,VPH_INTER,VPH_AUTOM,VPH_PC,VPH_REFRI,GRAPROES,n_bancos,n_cafes,n_inmobiliarias,n_empenos,n_usados,n_yonques
260300001704A,Hermosillo,59.0,476,440.0,369.0,0.0,0.0,,,0.0,0.0,0.8,336.0,342.0,284.0,400.0,12.91,0,1,0,0,0,0
2603000017054,Hermosillo,97.0,563,550.0,448.0,,0.0,0.0,0.0,0.0,0.0,0.79,387.0,395.0,338.0,457.0,12.76,0,0,0,0,0,0
2603000017069,Hermosillo,10.0,159,152.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,145.0,144.0,142.0,145.0,14.66,0,0,0,0,0,0
2603000017073,Hermosillo,,12,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,,7.0,0.0,10.0,8.2,0,0,0,0,0,0
2603000017088,Hermosillo,3.0,50,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,46.0,46.0,46.0,47.0,14.39,0,0,0,0,0,0
2603000017092,Hermosillo,4.0,81,81.0,75.0,,0.0,,,,0.0,1.15,43.0,39.0,24.0,68.0,9.74,0,0,0,0,0,0
2603000017105,Hermosillo,4.0,24,21.0,17.0,,,,0.0,0.0,0.0,1.08,18.0,11.0,10.0,19.0,10.54,0,0,0,0,0,0
260300001711A,Hermosillo,17.0,81,80.0,63.0,8.0,,,0.0,9.0,,1.26,7.0,38.0,9.0,60.0,7.8,0,0,0,0,0,0
2603000017124,Hermosillo,14.0,67,63.0,48.0,7.0,8.0,0.0,,16.0,11.0,1.33,11.0,27.0,11.0,41.0,9.55,0,0,0,0,0,0
2603000017139,Hermosillo,,10,10.0,8.0,,,,0.0,,3.0,0.77,,4.0,,6.0,9.87,0,0,0,0,0,0
2603000017143,Hermosillo,10.0,55,52.0,39.0,,6.0,,0.0,7.0,6.0,1.49,11.0,17.0,7.0,38.0,8.99,0,0,0,0,0,0
2603000017158,Hermosillo,23.0,250,244.0,217.0,,0.0,0.0,0.0,6.0,0.0,1.16,162.0,158.0,121.0,220.0,11.3,0,0,0,0,0,0
2603000017162,Hermosillo,26.0,195,192.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,146.0,147.0,130.0,162.0,13.8,0,0,0,0,0,0
2603000017177,Hermosillo,77.0,902,840.0,711.0,0.0,0.0,0.0,0.0,,0.0,0.73,706.0,710.0,646.0,768.0,14.32,0,0,0,0,0,0
2603000017181,Hermosillo,3.0,86,39.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,80.0,80.0,77.0,83.0,14.8,0,0,0,0,0,0
2603000017196,Hermosillo,11.0,199,189.0,172.0,0.0,0.0,0.0,0.0,,0.0,0.97,116.0,110.0,75.0,176.0,10.49,0,0,0,0,0,0
2603000017209,Hermosillo,42.0,396,378.0,334.0,15.0,,6.0,,28.0,5.0,1.07,221.0,238.0,169.0,333.0,10.81,0,1,0,0,0,0
2603000017213,Hermosillo,22.0,272,268.0,245.0,15.0,6.0,3.0,3.0,43.0,12.0,1.41,46.0,99.0,52.0,227.0,8.34,0,0,0,0,0,0
2603000017228,Hermosillo,23.0,433,415.0,388.0,,0.0,,6.0,4.0,0.0,1.12,195.0,149.0,103.0,360.0,9.29,0,0,0,0,0,0
2603000017232,Hermosillo,76.0,859,857.0,762.0,,0.0,3.0,6.0,,0.0,1.13,470.0,385.0,232.0,714.0,9.73,2,1,0,0,0,0
2603000017247,Hermosillo,54.0,237,236.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,162.0,161.0,148.0,172.0,14.04,0,0,0,0,0,0
2603000017251,Hermosillo,25.0,268,265.0,225.0,0.0,0.0,,,5.0,0.0,1.09,133.0,121.0,66.0,213.0,9.94,0,0,0,0,0,0
2603000017266,Hermosillo,,26,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,21.0,22.0,17.0,24.0,14.14,0,0,0,0,0,0
2603000017270,Hermosillo,102.0,271,262.0,159.0,,0.0,0.0,,7.0,0.0,0.8,118.0,139.0,111.0,165.0,12.72,0,0,0,0,0,0
2603000017285,Hermosillo,5.0,96,94.0,89.0,3.0,0.0,0.0,0.0,0.0,0.0,0.68,90.0,88.0,84.0,91.0,14.94,0,0,0,0,0,0
260300001729A,Hermosillo,14.0,112,107.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,86.0,89.0,77.0,94.0,14.26,0,0,0,0,0,0
2603000017302,Hermosillo,5.0,92,69.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,87.0,87.0,81.0,87.0,14.63,0,0,0,0,0,0
2603000017317,Hermosillo,33.0,307,292.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,254.0,250.0,232.0,270.0,14.26,0,0,0,0,0,0
2603000017321,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0
2603000017336,Hermosillo,19.0,200,196.0,163.0,0.0,0.0,,,0.0,0.0,0.81,147.0,144.0,124.0,166.0,12.75,0,0,0,0,0,0
2603000017340,Hermosillo,9.0,90,90.0,80.0,0.0,0.0,0.0,0.0,,0.0,1.17,44.0,45.0,33.0,79.0,9.72,0,0,0,0,0,0
2603000017355,Hermosillo,86.0,1204,1171.0,1055.0,3.0,,3.0,8.0,,0.0,1.01,697.0,643.0,433.0,1023.0,10.48,0,1,0,0,0,0
260300001736A,Hermosillo,,1,,,,,,,,,,,,,,,0,1,0,0,0,0
2603000017374,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000017389,Hermosillo,108.0,1411,1364.0,1245.0,10.0,0.0,0.0,0.0,3.0,0.0,0.97,956.0,935.0,594.0,1267.0,11.52,0,0,0,0,0,0
2603000017393,Hermosillo,11.0,75,71.0,55.0,6.0,,,0.0,14.0,5.0,1.26,6.0,26.0,5.0,54.0,7.79,0,0,0,0,0,0
2603000017406,Hermosillo,10.0,41,37.0,23.0,8.0,,0.0,,5.0,17.0,1.46,5.0,11.0,7.0,25.0,6.82,0,0,0,0,0,0
2603000017410,Hermosillo,15.0,49,46.0,28.0,4.0,,0.0,,6.0,5.0,1.24,6.0,24.0,6.0,27.0,8.18,0,0,0,0,0,0
2603000017425,Hermosillo,,8,8.0,3.0,,0.0,,0.0,,,0.58,,3.0,,,4.0,0,0,0,0,0,0
260300001743A,Hermosillo,3.0,40,39.0,36.0,0.0,0.0,0.0,,,0.0,1.6,18.0,18.0,12.0,33.0,8.36,0,0,0,0,0,0
2603000017444,Hermosillo,123.0,926,888.0,742.0,6.0,0.0,,,48.0,0.0,1.16,500.0,448.0,320.0,752.0,10.31,0,0,0,0,0,0
2603000017459,Hermosillo,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000017463,Hermosillo,51.0,723,628.0,557.0,6.0,0.0,0.0,0.0,0.0,0.0,0.57,652.0,644.0,633.0,652.0,14.62,7,2,0,0,0,0
2603000017478,Hermosillo,8.0,149,135.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,139.0,140.0,123.0,141.0,15.13,1,1,0,0,0,0
2603000017482,Hermosillo,68.0,538,508.0,429.0,,0.0,0.0,,0.0,0.0,0.65,436.0,438.0,393.0,457.0,15.49,0,1,0,0,0,0
2603000017497,Hermosillo,5.0,116,112.0,104.0,0.0,0.0,0.0,0.0,,0.0,0.99,65.0,77.0,49.0,103.0,10.44,0,0,0,0,0,0
260300001750A,Hermosillo,214.0,1827,1761.0,1523.0,4.0,0.0,0.0,0.0,5.0,0.0,0.85,1303.0,1282.0,1062.0,1566.0,12.53,2,3,0,0,0,0
2603000017514,Hermosillo,19.0,366,340.0,314.0,0.0,0.0,,0.0,3.0,0.0,1.13,188.0,237.0,156.0,333.0,10.54,0,0,0,0,0,0
2603000017529,Hermosillo,142.0,995,956.0,799.0,4.0,0.0,0.0,,,0.0,0.78,726.0,758.0,624.0,830.0,13.41,0,0,1,0,0,0
2603000017548,Hermosillo,3.0,30,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,24.0,27.0,22.0,27.0,15.72,0,1,0,0,0,0
2603000017552,Hermosillo,0.0,14,14.0,14.0,0.0,0.0,0.0,0.0,,0.0,1.32,10.0,4.0,3.0,13.0,10.61,0,0,0,0,0,0
2603000017567,Hermosillo,18.0,135,134.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,74.0,66.0,40.0,113.0,10.39,0,0,0,0,0,0
2603000017571,Hermosillo,10.0,42,41.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,25.0,29.0,24.0,32.0,13.51,0,0,0,0,0,0
2603000017586,Hermosillo,4.0,82,80.0,76.0,,0.0,0.0,,0.0,0.0,1.14,38.0,46.0,23.0,71.0,9.94,0,0,0,0,0,0
2603000017603,Hermosillo,4.0,55,52.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,34.0,38.0,16.0,50.0,10.23,0,0,0,0,0,0
2603000017618,Hermosillo,4.0,18,18.0,14.0,3.0,0.0,,0.0,5.0,0.0,1.42,4.0,10.0,4.0,12.0,9.89,0,0,0,0,0,0
2603000017622,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000017637,Hermosillo,6.0,84,80.0,74.0,0.0,0.0,0.0,0.0,,0.0,1.44,30.0,36.0,18.0,75.0,9.56,0,0,0,0,0,0
2603000017641,Hermosillo,6.0,57,56.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,32.0,28.0,17.0,50.0,9.34,0,0,0,0,0,0
2603000017656,Hermosillo,21.0,212,198.0,161.0,0.0,0.0,0.0,,0.0,0.0,0.72,161.0,155.0,150.0,174.0,14.11,0,0,0,0,0,0
2603000017660,Hermosillo,13.0,172,162.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,152.0,152.0,143.0,154.0,14.74,0,0,0,0,0,0
2603000017675,Hermosillo,9.0,108,102.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,96.0,96.0,91.0,98.0,14.69,0,0,0,0,0,0
260300001768A,Hermosillo,4.0,45,43.0,38.0,,0.0,0.0,0.0,0.0,0.0,0.71,36.0,40.0,38.0,40.0,14.68,0,0,0,0,0,0
2603000017694,Hermosillo,4.0,7,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,3.0,3.0,3.0,3.0,14.6,0,0,1,0,0,0
2603000017707,Hermosillo,16.0,415,336.0,318.0,,0.0,0.0,0.0,0.0,0.0,0.59,396.0,396.0,383.0,397.0,15.08,0,3,1,0,0,0
2603000017711,Hermosillo,29.0,300,291.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,236.0,236.0,205.0,252.0,14.31,0,0,0,0,0,0
2603000017726,Hermosillo,22.0,147,136.0,111.0,0.0,0.0,,,,0.0,1.13,45.0,65.0,48.0,115.0,9.83,0,0,0,0,0,0
2603000017798,Hermosillo,54.0,421,397.0,340.0,,0.0,,4.0,0.0,0.0,1.02,216.0,172.0,93.0,327.0,9.48,0,1,0,0,0,0
2603000017800,Hermosillo,80.0,911,908.0,811.0,,0.0,7.0,9.0,10.0,,1.2,217.0,292.0,184.0,727.0,9.22,2,0,0,0,0,0
2603000017815,Hermosillo,67.0,663,644.0,568.0,,0.0,,,0.0,0.0,0.95,418.0,457.0,312.0,572.0,11.98,0,0,0,0,0,0
260300001782A,Hermosillo,,44,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,34.0,27.0,28.0,39.0,11.87,0,0,0,0,0,0
2603000017834,Hermosillo,27.0,140,129.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,110.0,108.0,107.0,111.0,14.46,1,1,0,0,0,0
2603000017849,Hermosillo,0.0,6,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,6.0,6.0,6.0,6.0,16.38,1,0,0,0,0,0
2603000017853,Hermosillo,3.0,15,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,10.0,11.0,10.0,11.0,15.33,0,0,0,0,0,0
2603000017868,Hermosillo,11.0,280,272.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,208.0,164.0,114.0,267.0,10.79,0,0,0,0,0,0
2603000017872,Hermosillo,35.0,482,473.0,421.0,0.0,0.0,0.0,0.0,,0.0,0.99,279.0,231.0,161.0,423.0,10.58,0,1,0,0,0,0
2603000017887,Hermosillo,17.0,225,219.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,158.0,145.0,90.0,200.0,10.31,0,1,0,0,0,0
2603000017891,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000017904,Hermosillo,249.0,1323,1266.0,990.0,4.0,0.0,0.0,,,0.0,0.98,820.0,737.0,483.0,1026.0,11.59,0,2,1,0,0,0
2603000017919,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000017923,Hermosillo,69.0,1221,1153.0,1079.0,,0.0,,,,0.0,1.08,764.0,641.0,472.0,1098.0,10.33,0,1,0,0,0,0
2603000017938,Hermosillo,83.0,505,484.0,390.0,4.0,0.0,,9.0,18.0,0.0,1.26,191.0,209.0,131.0,376.0,9.28,0,0,0,0,0,0
2603000017942,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000017957,Hermosillo,13.0,192,188.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,167.0,169.0,156.0,172.0,14.63,0,0,0,0,0,0
2603000017961,Hermosillo,76.0,90,85.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,11.0,12.0,12.0,14.0,14.82,0,1,0,0,0,0
2603000017976,Hermosillo,6.0,43,38.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,28.0,24.0,25.0,31.0,14.06,0,0,0,0,0,0
2603000017980,Hermosillo,27.0,286,260.0,220.0,5.0,0.0,0.0,0.0,,0.0,0.75,226.0,225.0,219.0,246.0,14.53,0,3,0,0,0,0
2603000017995,Hermosillo,,54,52.0,49.0,,0.0,0.0,0.0,0.0,0.0,0.79,49.0,50.0,50.0,51.0,14.8,0,0,0,0,0,0
260300001800A,Hermosillo,6.0,72,67.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,63.0,63.0,62.0,65.0,14.73,0,0,0,0,0,0
2603000018014,Hermosillo,75.0,939,819.0,726.0,5.0,0.0,0.0,0.0,0.0,0.0,0.61,833.0,822.0,788.0,843.0,15.43,0,0,0,0,0,0
2603000018029,Hermosillo,147.0,1412,1388.0,1211.0,5.0,0.0,6.0,7.0,125.0,0.0,1.27,805.0,567.0,353.0,1130.0,9.43,3,1,0,0,0,0
2603000018033,Hermosillo,233.0,2084,2051.0,1806.0,4.0,,6.0,14.0,5.0,0.0,1.21,950.0,663.0,439.0,1656.0,8.96,0,0,0,0,0,0
2603000018048,Hermosillo,85.0,546,530.0,443.0,,0.0,0.0,0.0,,0.0,0.76,363.0,378.0,303.0,451.0,12.73,0,3,0,0,0,0
2603000018052,Hermosillo,109.0,825,786.0,664.0,,0.0,0.0,0.0,,0.0,0.81,516.0,599.0,430.0,703.0,12.41,0,0,0,0,0,0
2603000018067,Hermosillo,66.0,631,615.0,536.0,,0.0,0.0,0.0,0.0,0.0,0.73,495.0,520.0,440.0,551.0,13.67,0,0,0,0,0,0
2603000018071,Hermosillo,46.0,451,435.0,374.0,,0.0,0.0,0.0,0.0,0.0,0.63,376.0,374.0,351.0,390.0,14.71,0,0,0,0,0,0
2603000018090,Hermosillo,123.0,357,344.0,216.0,,0.0,0.0,0.0,0.0,0.0,0.78,153.0,203.0,135.0,225.0,12.61,0,0,0,0,0,0
2603000018103,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000018118,Hermosillo,,25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000018122,Hermosillo,5.0,111,111.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,65.0,55.0,46.0,100.0,9.73,0,0,0,0,0,0
2603000018137,Hermosillo,147.0,1047,995.0,815.0,,0.0,0.0,0.0,,0.0,0.77,750.0,777.0,620.0,863.0,13.48,0,0,0,0,0,0
2603000018141,Hermosillo,9.0,139,133.0,123.0,,0.0,0.0,,15.0,0.0,1.37,69.0,66.0,40.0,122.0,9.43,0,0,0,0,0,0
2603000018211,Hermosillo,12.0,236,225.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,216.0,213.0,203.0,216.0,15.22,0,0,0,0,0,0
2603000018226,Hermosillo,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000018230,Hermosillo,,10,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,,7.0,9.17,0,0,0,0,0,0
2603000018245,Hermosillo,,6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
260300001825A,Hermosillo,95.0,618,607.0,497.0,5.0,0.0,,,0.0,0.0,1.13,228.0,239.0,138.0,478.0,9.39,0,0,0,0,0,0
2603000018264,Hermosillo,70.0,115,113.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,28.0,20.0,13.0,42.0,9.44,0,0,0,0,0,0
2603000018279,Hermosillo,189.0,1177,1161.0,961.0,3.0,0.0,9.0,18.0,,0.0,1.25,286.0,358.0,143.0,849.0,8.88,0,0,0,0,0,0
2603000018283,Hermosillo,73.0,786,776.0,687.0,0.0,0.0,0.0,3.0,0.0,0.0,1.11,415.0,422.0,279.0,672.0,10.42,0,0,0,0,0,0
2603000018298,Hermosillo,23.0,197,192.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,97.0,65.0,159.0,11.43,0,0,0,0,0,0
2603000018300,Hermosillo,15.0,157,149.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,130.0,130.0,122.0,140.0,14.64,0,0,0,0,0,0
2603000018315,Hermosillo,52.0,83,82.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,30.0,30.0,28.0,31.0,14.09,0,0,0,0,0,0
260300001832A,Hermosillo,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000018334,Hermosillo,22.0,192,177.0,154.0,3.0,0.0,0.0,0.0,0.0,0.0,0.53,159.0,166.0,144.0,169.0,15.3,0,0,0,0,0,0
2603000018349,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000018353,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000018368,Hermosillo,,6,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000018372,Hermosillo,,7,6.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,1.4,0.0,3.0,0.0,,8.78,0,0,0,0,0,0
2603000018387,Hermosillo,3.0,18,15.0,10.0,4.0,4.0,,0.0,6.0,6.0,1.37,,7.0,0.0,7.0,8.28,0,0,0,0,0,0
2603000018391,Hermosillo,12.0,45,44.0,28.0,11.0,7.0,0.0,0.0,11.0,4.0,1.35,4.0,18.0,3.0,26.0,8.43,0,0,0,0,0,0
2603000018404,Hermosillo,28.0,339,334.0,303.0,,0.0,,,0.0,0.0,0.9,210.0,202.0,143.0,298.0,11.18,0,0,0,0,0,0
2603000018419,Hermosillo,11.0,133,124.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,94.0,95.0,64.0,120.0,11.78,0,0,0,0,0,0
2603000018423,Hermosillo,4.0,21,20.0,16.0,0.0,0.0,0.0,0.0,,0.0,1.23,7.0,11.0,7.0,16.0,10.26,0,0,0,0,0,0
2603000018438,Hermosillo,5.0,111,108.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,97.0,96.0,97.0,101.0,15.07,0,0,0,0,0,0
2603000018442,Hermosillo,15.0,191,183.0,166.0,,0.0,0.0,0.0,0.0,0.0,0.75,158.0,169.0,151.0,174.0,13.97,0,0,0,0,0,0
2603000018457,Hermosillo,6.0,37,36.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.7,14.0,13.0,10.0,18.0,10.4,0,0,0,0,0,0
2603000018461,Hermosillo,31.0,175,167.0,134.0,0.0,0.0,0.0,0.0,33.0,0.0,1.21,94.0,73.0,40.0,133.0,9.03,0,0,0,0,0,0
2603000018476,Hermosillo,19.0,171,169.0,145.0,,0.0,0.0,,0.0,0.0,1.14,75.0,53.0,42.0,133.0,8.79,0,0,0,0,0,0
2603000018480,Hermosillo,4.0,21,21.0,17.0,5.0,6.0,,0.0,6.0,11.0,0.89,,5.0,,12.0,6.43,0,0,0,0,0,0
2603000018495,Hermosillo,,10,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000018508,Hermosillo,65.0,107,107.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,22.0,35.0,23.0,42.0,11.41,0,0,0,0,0,0
2603000018512,Hermosillo,,25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000018527,Hermosillo,3.0,34,33.0,19.0,,0.0,0.0,,5.0,,1.16,5.0,15.0,5.0,18.0,9.71,0,0,0,0,0,0
2603000018531,Hermosillo,73.0,450,444.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,312.0,336.0,268.0,364.0,13.88,0,0,0,0,0,0
2603000018546,Hermosillo,56.0,267,257.0,183.0,38.0,,,3.0,32.0,11.0,1.18,27.0,81.0,28.0,176.0,8.24,0,1,0,0,0,0
2603000018550,Hermosillo,54.0,738,677.0,621.0,,0.0,0.0,0.0,,0.0,0.64,631.0,629.0,568.0,678.0,14.87,0,0,0,0,0,0
2603000018601,Hermosillo,3.0,30,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,25.0,24.0,21.0,27.0,13.34,0,0,0,0,0,0
2603000018616,Hermosillo,0.0,5,5.0,4.0,,0.0,0.0,0.0,0.0,,1.1,0.0,,0.0,3.0,8.67,0,0,0,0,0,0
2603000018620,Hermosillo,61.0,64,64.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,,,,8.83,0,0,0,0,0,0
2603000018635,Hermosillo,124.0,767,724.0,587.0,3.0,0.0,,3.0,3.0,0.0,1.13,334.0,298.0,138.0,586.0,9.57,0,1,0,0,0,0
260300001864A,Hermosillo,17.0,147,143.0,124.0,,0.0,0.0,0.0,0.0,0.0,0.7,124.0,124.0,117.0,128.0,15.35,0,0,0,0,0,0
2603000018654,Hermosillo,49.0,447,432.0,379.0,,0.0,0.0,,,0.0,0.8,275.0,291.0,203.0,390.0,11.97,0,0,0,0,0,0
2603000018669,Hermosillo,,6,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,,,,4.0,10.75,0,0,0,0,0,0
2603000018673,Hermosillo,8.0,35,35.0,27.0,0.0,0.0,0.0,0.0,,0.0,0.94,20.0,16.0,12.0,27.0,10.1,0,0,0,0,0,0
2603000018688,Hermosillo,0.0,4,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,4.0,4.0,4.0,4.0,12.0,0,0,0,0,0,0
2603000018692,Hermosillo,9.0,101,97.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,86.0,88.0,82.0,92.0,14.96,0,0,0,0,0,0
2603000018705,Hermosillo,39.0,210,209.0,169.0,,,,,,0.0,0.8,153.0,164.0,144.0,168.0,15.11,0,0,0,0,0,0
260300001871A,Hermosillo,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000018724,Hermosillo,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000018739,Hermosillo,17.0,343,217.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,290.0,292.0,277.0,309.0,14.73,0,0,0,0,0,0
2603000018743,Hermosillo,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000018758,Hermosillo,11.0,100,95.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,44.0,24.0,18.0,72.0,8.82,0,0,0,0,0,0
2603000018866,Hermosillo,45.0,397,377.0,325.0,7.0,,3.0,0.0,4.0,,1.04,232.0,204.0,112.0,334.0,10.43,0,0,0,0,0,0
2603000018870,Hermosillo,115.0,1303,1243.0,1090.0,9.0,5.0,,,3.0,3.0,0.87,777.0,831.0,614.0,1123.0,11.94,0,1,0,0,0,0
2603000018885,Hermosillo,82.0,628,609.0,510.0,,,0.0,3.0,0.0,0.0,1.07,288.0,260.0,179.0,499.0,10.0,0,0,0,0,0,0
260300001889A,Hermosillo,78.0,733,716.0,617.0,,4.0,4.0,6.0,,0.0,1.05,304.0,308.0,223.0,579.0,9.83,0,0,0,0,0,0
2603000018902,Hermosillo,24.0,89,85.0,57.0,,0.0,0.0,0.0,0.0,0.0,0.9,53.0,55.0,43.0,61.0,14.2,0,0,0,0,0,0
2603000018917,Hermosillo,22.0,229,214.0,188.0,0.0,0.0,,0.0,0.0,0.0,1.11,140.0,138.0,96.0,196.0,11.18,0,0,0,0,0,0
2603000018921,Hermosillo,75.0,194,192.0,93.0,48.0,6.0,5.0,4.0,44.0,15.0,1.43,4.0,33.0,,53.0,7.04,0,0,0,0,0,0
2603000018936,Hermosillo,39.0,113,82.0,13.0,11.0,4.0,12.0,3.0,9.0,9.0,0.78,24.0,29.0,20.0,30.0,11.57,0,0,0,0,0,0
2603000018940,Hermosillo,8.0,22,16.0,,0.0,,,0.0,,,1.14,6.0,6.0,5.0,6.0,11.5,0,0,0,0,0,0
2603000018955,Hermosillo,511.0,1744,1708.0,1160.0,0.0,0.0,0.0,6.0,0.0,0.0,1.04,600.0,657.0,384.0,1124.0,10.11,0,0,0,0,0,0
260300001896A,Hermosillo,11.0,133,129.0,118.0,79.0,24.0,5.0,14.0,57.0,28.0,1.37,3.0,13.0,7.0,58.0,7.25,0,0,0,0,0,0
2603000018989,Hermosillo,18.0,40,40.0,13.0,9.0,11.0,9.0,,5.0,5.0,0.83,0.0,5.0,0.0,0.0,6.13,0,0,0,0,0,0
2603000018993,Hermosillo,128.0,1064,1015.0,877.0,,0.0,0.0,0.0,6.0,0.0,0.95,720.0,733.0,605.0,911.0,12.76,0,0,0,0,0,0
2603001370057,Hermosillo,,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603001370061,Hermosillo,,16,16.0,15.0,3.0,,0.0,0.0,0.0,,1.17,7.0,9.0,4.0,12.0,8.66,0,0,0,0,0,0
2603001370485,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
